Canberra (Use Sydney),Islamabad,plane,21,881,"COPY: http://www.kayak.com/flights/ISB-SYD/2013-03-28/f6ca79eb2c58f41c07c977f0a811b5cf0"
Canberra (Use Sydney),Jerusalem,plane,27.25,1667,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=JRS&SD0=AMM&SDP0=17-04-2013&AD=1&DO=true&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=JRS&SD0=RSE&SDP0=17-04-2013&AD=1&DO=true&NA=false<BR><BR>Airport is in Tel Aviv"
Canberra (Use Sydney),Kiev,plane,28.5,1465,"COPY: Source:momondo<BR>"
Canberra (Use Sydney),Kigali,plane,37.83,1916,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=KGL&SD0=FIH&SDP0=17-04-2013&SO1=FIH&SD1=KGL&SDP1=22-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=KGL&SD0=SYD&SDP0=17-04-2013&SO1=SYD&SD1=KGL&SDP1=26-04-2013&AD=1&DO=false&NA=false<BR>"
Canberra (Use Sydney),Kingston,plane,25,1874,"COPY: Momondo.com"
Canberra (Use Sydney),Kinshasa,plane,35,1528,"COPY: No direct flights. One stop in Addis Ababa and one in Hong Kong.<BR>Momondo.com, Ethiopian Airlines, Cathay Pacific Airways"
Canberra (Use Sydney),Koror,plane,17,3935,"COPY: momondo"
Canberra (Use Sydney),Kuala Lumpur,plane,8,250,"COPY: http://www.expedia.com/Flights-Search?trip=oneway&leg1=from:Kuala%20Lumpur,%20Malaysia%20%28KUL-All%20Airports%29,to:SYD,departure:04%2F02%2F2013TANYT&passengers=children:0,adults:1,seniors:0,infantinlap:Y&options=cabinclass:coach,nopenalty:N,sortby:price&mode=search"
Canberra (Use Sydney),Kuala Lumpur,plane,8,212,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=JRS&SD0=AMM&SDP0=17-04-2013&AD=1&DO=true&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KUL&SD0=SYD&SDP0=17-04-2013&AD=1&DO=true&NA=false"
Canberra (Use Sydney),La Paz,plane,25.17,3920,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=LPB&SD0=SYD&SDP0=10-04-2013&SO1=SYD&SD1=LPB&SDP1=15-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=LPB&SD0=SYD&SDP0=10-04-2013&SO1=SYD&SD1=LPB&SDP1=15-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Libreville,plane,35.45,2116,"COPY: momondo.com<BR>3 flight changes<BR>ethiopian awy x2-> emirates"
Canberra (Use Sydney),Lilongwe,plane,36,1526,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=SYD&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=LLW&SD0=SYD&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Lima,plane,43,2434,"United Airlines, 2 stops, Momondo.com"
Canberra (Use Sydney),Lisbon,plane,26.25,656,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=LIS&SD0=SYD&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),London,plane,26,2274,"China Southern Airlines, Air China, 1 stop, Momondo.com"
Canberra (Use Sydney),Luxembourg,plane,33,937,"COPY: Luxair: Luxembourg->London, Malaysia Airlines: London->Kuala Lumpur->Sydney"
Canberra (Use Sydney),Madrid,plane,28,1766,"COPY: http://www.expedia.com/Flights-Search?c=3bad598e-a16d-4783-82fa-c71eb993778b&"
Canberra (Use Sydney),Madrid,plane,29.25,982,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=MAD&SD0=SYD&SDP0=23-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=MAD&SD0=SYD&SDP0=23-04-2013&AD=1&DO=false&NA=false<BR>"
Canberra (Use Sydney),Malabo,plane,33.5,1730,"COPY: Momondo.com (2nd entry):<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=SSG&SD0=WAS&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=SSG&SD0=SYD&SDP0=17-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Male,plane,18,700,"COPY: momondo"
Canberra (Use Sydney),Male,plane,16,691,"COPY: Malvides (Male)<BR><BR>	Plane<BR>		MLE-IAD 49h 20m and $1203<BR>		MLE-LIM 41h and $1887<BR>		MLE-LON 16h 55m and $545<BR>		MLE-JNB 18h 50m and $696<BR>		MLE-SYD 15h 30m and $691<BR>		MLE-SIN 14h and $280<BR><BR>		Source:<BR>		http://www.momondo.com"
Canberra (Use Sydney),Manama,plane,17,1000,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=SIN&SD0=FSP&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=BAH&SD0=SYD&SDP0=18-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Manila,plane,8,700,"COPY: Visa required <BR><BR>Fee required (price depending on Visa)<BR><BR>Philippine Airlines <BR>https://onlinebooking.philippineairlines.com/flypal/AirFlightSearchForward.do"
Canberra (Use Sydney),Maseru,plane,30,1211,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ASU&SD0=SIN&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=MSU&SD0=SYD&SDP0=27-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Mbabane,plane,20,1500,"COPY: kayak.com"
Canberra (Use Sydney),Montevideo,plane,30,4282,"COPY: "
Canberra (Use Sydney),N'Djamena,plane,56,1752,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=NDJ&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=NDJ&SD0=SYD&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Nassau,plane,40,1650,"COPY: Must make two stops.  kayak.com"
Canberra (Use Sydney),New Delhi,plane,21,1931,"COPY: Eithad Air"
Canberra (Use Sydney),Noumea,plane,3,260,"COPY: momondo"
Canberra (Use Sydney),Noumea,plane,3,252,"COPY: Plane<BR>		NOU-IAD 37h 40m and $4865<BR>		NOU-LIM 68h and $4042<BR>		NOU-LON 30h 20m and $1591<BR>		NOU-JNB 39h and $4273<BR>		NOU-SYD 3h 15m and $252<BR>		NOU-SIN 14h 30m and $1286<BR><BR>		Source:<BR>		http://www.momondo.com"
Canberra (Use Sydney),Nuku'alofa,plane,7.5,543,"COPY: http://www.kayak.com/#/flights/TBU-SYD/2013-04-06"
Canberra (Use Sydney),Nuuk,plane,31.4,2710,"COPY: Air greenland"
Canberra (Use Sydney),Oranjestad,plane,43,1871,"COPY: http://www.kayak.com/#/flights/AUA-SYD/2013-04-01-flexible-calendar-0/2013-05-01-flexible-calendar-6to8"
Canberra (Use Sydney),Oslo,plane,33.25,1315,"COPY: China Southern Airlines"
Canberra (Use Sydney),Ottawa,plane,1076,33.3,"COPY: http://www.kayak.com/#/flights/YOW-SYD/2013-05-21"
Canberra (Use Sydney),P'yongyang,plane,25,2000,"COPY: momondo.com"
Canberra (Use Sydney),P'yongyang,plane,38,1500,"COPY: Momondo.com"
Canberra (Use Sydney),Panama,plane,27,1943,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=PTY&SD0=SYD&SDP0=10-04-2013&SO1=SYD&SD1=PTY&SDP1=15-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=PTY&SD0=SYD&SDP0=10-04-2013&SO1=SYD&SD1=PTY&SDP1=15-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Papeete,plane,29,1767.1,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=PPT&SD0=SYD&SDP0=03-04-2013&SO1=SYD&SD1=PPT&SDP1=07-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=PPT&SD0=SYD&SDP0=03-04-2013&SO1=SYD&SD1=PPT&SDP1=07-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Paramaribo,plane,39,2424,"COPY: Surinam Airways<BR>China Southern Airlines<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=PBM&SD0=SYD&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=PBM&SD0=SYD&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Paris,plane,28,762,"COPY: Air China: Paris->Beijing, Beijing->Sydney"
Canberra (Use Sydney),Phnom Penh,plane,34,1147,"COPY: China Eastern Airlines, 2 stops, Momondo.com"
Canberra (Use Sydney),Port Moresby,plane,44.25,840,"COPY: http://www.kayak.com/explore/"
Canberra (Use Sydney),Port-Vila,plane,6.5,1005,"COPY: http://www.expedia.com/Flights-Search?c=14b841b2-05ef-40d3-9595-77138b21ee62&"
Canberra (Use Sydney),Prague,plane,22,744,"COPY: Emirates (Prague->Dubai, Dubai->Sydney)"
Canberra (Use Sydney),Praia,plane,33,5385.6,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=RAI&SD0=LON&SDP0=03-04-2013&SO1=LON&SD1=RAI&SDP1=07-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=RAI&SD0=SYD&SDP0=03-04-2013&SO1=SYD&SD1=RAI&SDP1=07-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Pretoria (Use Johannesburg),plane,15.5,1854,"Qantas Airways, 1 stop, Momondo.com"
Canberra (Use Sydney),Quito,plane,30,3164,"COPY: expedia"
Canberra (Use Sydney),Quito,plane,33,1270.5,"COPY: United Airlines"
Canberra (Use Sydney),Reykjavik,plane,36.9,1068,"COPY: http://www.kayak.com/#/flights/REK-SYD/2013-05-21"
Canberra (Use Sydney),Riga,plane,32,2200,"COPY: Kayak.com"
Canberra (Use Sydney),Road Town,plane,50,2100,"COPY: momondo.com"
Canberra (Use Sydney),Saint-Pierre,plane,40,2000,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=SIN&SD0=FSP&SDP0=17-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=SYD&SD0=FSP&SDP0=18-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),San Marino,plane,27,1000,"COPY: Momondo.com"
Canberra (Use Sydney),San Salvador,plane,38,2261,"COPY: Momondo.com"
Canberra (Use Sydney),Santiago,plane,18.2,1650,"COPY: http://www.kayak.com/#/flights/SCL-SYD/2013-05-05/2013-06-02"
Canberra (Use Sydney),Sarajevo,plane,30,1976,"COPY: Momondo.com"
Canberra (Use Sydney),Seoul,plane,30,600,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=SEL&SD0=TYO&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=SEL&SD0=SYD&SDP0=10-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Singapore,plane,12,634,"Qantas Airways, 1 stop, Momondo.com"
Canberra (Use Sydney),St. Peter Port,plane,37,945,"COPY: Momondo<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=GCI&SD0=SYD&SDP0=30-03-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=GCI&SD0=SYD&SDP0=30-03-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Stockholm,plane,26.167,848,"COPY: Cathay Pacific Airways"
Canberra (Use Sydney),Suva,plane,19,877.64,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=RAI&SD0=LON&SDP0=03-04-2013&SO1=LON&SD1=RAI&SDP1=07-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=SUV&SD0=SYD&SDP0=03-04-2013&SO1=SYD&SD1=SUV&SDP1=07-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Tallinn,plane,27.5,1057,"COPY: 3 stops<BR>Tallinn-Riga Air Baltic<BR>Riga-Moscow Air Baltic<BR>Moscow-Abu Dhabi Etihad Airways<BR>Abu Dhabi-Sydney Etihad Airways<BR>From Momondo.com"
Canberra (Use Sydney),Tokyo,plane,20,656,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=SEL&SD0=TYO&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=TYO&SD0=SYD&SDP0=10-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Torshavn,plane,31,2535,"COPY: Faroe Islands (Torshavn)<BR><BR>	Plane<BR>		FAE-IAD 12h and $2040<BR>		FAE-LIM 29h and $5493<BR>		FAE-LON 6h 20m and $588<BR>		FAE-JNB 16h 55m and $2554<BR>		FAE-SYD 31h 05m and $2535<BR>		FAE-SIN 15h 15m and $1616<BR><BR>		Source:<BR>		http://www.momondo.com<BR>"
Canberra (Use Sydney),Tunis,plane,20,1200,"COPY: http://www.expedia.com/Flights-Search?trip=oneway&leg1=from:Tunis,%20Tunisia%20%28TUN-Tunis%20-%20Carthage%20Intl.%29,to:SYD,departure:04%2F02%2F2013TANYT&passengers=children:0,adults:1,seniors:0,infantinlap:Y&options=cabinclass:coach,nopenalty:N,sortby:price&mode=search"
Canberra (Use Sydney),Valletta,plane,20,1862,"COPY: https://www.kayak.com/flightreservation?searchID=FbACCpLczk&resultID=8ae055bb7eed4dbb266db5471c56b5e2&subOptId=E-18d6014c9db&providerCode=EK&ProvidedByCode=18&NumAdults=1&NumChildren=0&NumInfantsLap=0&Cabin=Economy&clickId=U07Tcj_yroXETHFqMTbCcQ"
Canberra (Use Sydney),Vientiane,plane,20,687,"COPY: No direct flights, one stop in Bangkok. <BR>Momondo.com, Lao Aviation, Qantas Airways"
Canberra (Use Sydney),Vientiane,plane,35,700,"COPY: kayak.com"
Canberra (Use Sydney),Vilnius,plane,30.5,1690,"COPY: 2 Stops Brussels Airlines and Etihad Airways From Momondo.com"
Canberra (Use Sydney),W. Indies,plane,50.33,1703,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=ANU&SD0=JNB&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=ANU&SD0=SYD&SDP0=10-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Warsaw,plane,23.33,824,"COPY: Multiple Airlines<BR><BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=WAW&SD0=WAS&SDP0=10-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=WAW&SD0=SYD&SDP0=10-04-2013&AD=1&DO=false&NA=false"
Canberra (Use Sydney),Washington DC,plane,26,1604,"Delta, 2 stops, Momondo.com<BR>"
Canberra (Use Sydney),Wellington,plane,3.5,538,"Air New Zealand, Direct Flight, Momondo.com"
Canberra (Use Sydney),Willemstad,plane,40,1952,"COPY: http://www.kayak.com/#/flights/CUR-SYD/2013-04-01-flexible-calendar-0/2013-05-01-flexible-calendar-6to8"
Canberra (Use Sydney),Yaounde,plane,46.25,2082,"COPY: momondo.com<BR><BR>flight change<BR>turkish airways ->turkish airways -> Thai Airways"
Canberra (Use Sydney),Zagreb,plane,30,1760,"COPY: http://www.momondo.com/multicity/?Search=true&TripType=return&SegNo=2&SO0=ZAG&SD0=LON&SDP0=10-04-2013&SO1=LON&SD1=ZAG&SDP1=15-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=return&SegNo=2&SO0=ZAG&SD0=SYD&SDP0=10-04-2013&SO1=SYD&SD1=ZAG&SDP1=15-04-2013&AD=1&DO=false&NA=false"
Caracas,Bogota,plane,2,708,"https://bookings.copaair.com/CMGS/AirFareFamiliesForward.do"
Caracas,Bogota,bus,47,173,"http://www.lonelyplanet.com/colombia/caribbean-coast/cartagena/transport/getting-there-away<BR>http://www.tripadvisor.com/ShowTopic-g294073-i1708-k4097733-Bus_trip_Cartagena_to_Caracas-Colombia.html"
Caracas,Brasilia,bus,89,244,"Aeroexpresos Ejecutivos<BR>http://www.aeroexpresos.com.ve/disponibilidad.php<BR>http://www.tripadvisor.com/ShowTopic-g294324-i2023-k4641215-Manaus_Brazil_Santa_Elena_Venezuela_by_bus-Venezuela.html<BR>http://secure.hospitalityclub.org/hc/travel_information.php?wgInfo=Brazil:Amazonas:Manaus:@:Transport&language=ru"
Caracas,Canberra (Use Sydney),plane,32,2365,"Multiple airlines<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=SYD&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Caracas,Lima,plane,8,906,"COPA<BR>Mandarin Airlines<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIM&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIM&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Caracas,Lisbon,plane,11,1238,"Iberia<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIS&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Caracas,London,plane,12,1238,"Iberia<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LON&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Caracas,Pretoria (Use Johannesburg),plane,41,2617,"Multiple airlines<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Caracas,Singapore,plane,51,2531,"United Airline<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=SIN&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Caracas,Washington DC,plane,8,1209,"Avianca<BR>http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=LIS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=CCS&SD0=IAD&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Cayenne,Brasilia,truck,24.2,321.68,"http://www.distance-calculator.co.uk/world-distances-cayenne-to-brasilia.htm#airports"
Cayenne,Paramaribo,plane,3.08,200,"http://www.rome2rio.com/s/Cayenne/Paramaribo<BR><BR>http://www.cleartrip.com/flights/international/results?from=CAY&to=PBM&depart_date=25/04/2013&adults=1&childs=0&infants=0&dep_time=0&ret_time=0&class=Economy&airline=&carrier=&x=57&y=16&intl=y"
Charlotte Amalie,Road Town,boat,0.83333,35,"COPY: vinow.com"
Chisinau ,Bucuresti,bus,8,20.89,"http://www.marisha.net/crossroads.htm#bucharest"
Chisinau ,Bucuresti,train,12.5,32.64,"http://www.marisha.net/crossroads.htm#bucharest"
Chisinau ,Canberra (Use Sydney),plane,32.5,1169,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=SYD&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Chisinau ,Kiev,bus,10,22.19,"http://www.ukraine-travel-secrets.com/from-moldova-to-ukraine.html"
Chisinau ,Kiev,train,14.5,58.75,"http://www.ukraine-travel-secrets.com/from-moldova-to-ukraine.html"
Chisinau ,Lima,plane,59.5,2075,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=LIM&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Chisinau ,London,plane,9,228,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=LON&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Chisinau ,Pretoria (Use Johannesburg),plane,33.5,780,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Chisinau ,Singapore,plane,19.5,569,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=JNB&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=SIN&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Chisinau ,Washington DC,plane,22,696,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=AMS&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=KIV&SD0=WAS&SDP0=03-04-2013&AD=1&DO=false&NA=false"
Conakry,Libreville,plane,33,934,"COPY: momondo.com<BR>ASKY"
Conakry,London,plane,9,849,"Turkish Airlines"
Conakry,Monrovia,plane,19.5,627,"COPY: There are no direct flights from Conakry to Monrovia. The only 1 stop flights are Royal Air Maroc through Casablanca, Morocco, in a little less than 20 hours. (Kayak.com)"
Conakry,Washington DC,plane,72,1900,"Mulitple airlines - Turkish, United"
Conakry,Yamoussoukro,bus,48,35,"http://www.lonelyplanet.com/liberia/transport/getting-there-away"
Copenhagen,Berlin,train,6.47,221,"COPY: http://www.raileurope.com/us/point_to_point/ptp_results.htm?<BR><BR>execution=e7s1&resultId=66241864&noLock=1&cobrand=public&saleCountry=us&cob<BR><BR>rand=public&saleCountry=us&itemId=-<BR><BR>1&cobrand=public&fn=fsRequest&isAtocRequest=0&c=USD&georequest=1&rows=1&v=&<BR><BR>roundtrip=0&from0=Berlin,%20Germany%20%28BER%29&to0=Copenhagen,%20Denmark<BR><BR>%20%28CPH<BR><BR>%29&deptDate0=03/25/2013&time0=12&nA=1&nY=0&nC=0&nS=0&resultId=66241864"
Copenhagen,Reykjavik,plane,3.17,467,"COPY: http://www.kayak.com/flights/REK-CPH/2013-04-18/2013-04-21<BR><BR>"
Copenhagen,Stockholm,train,5.183,236,"COPY:  SJ High Speed Train<BR><BR>http://www.raileurope.com/us/point_to_point/ptp_results.htm?execution=e6s1&resultId=66240937&noLock=1&cobrand=public&saleCountry=us&cobrand=public&saleCountry=us&rows=&itemId=-1&fn=fsRequest&cobrand=public&c=USD&roundtrip=0&from1=&to1=&v=&isAtocRequest=0&georequest=1&route-type=0&from0=Copenhagen,%20Denmark%20%28CPH%29&to0=Stockholm,%20Sweden%20%28STO%29&deptDate0=03/25/2013&time0=12&pass-question-radio=1&familyName=&nCountries=&selCountry1=&selCountry2=&selCountry3=&selCountry4=&selCountry5=&familyId=&p=0&nA=1&nY=0&nC=0&nS=0&youthAge0=&resultId=66240937<BR>"
Copenhagen,Torshavn,boat,11,205,"COPY: Faroe Islands (Torshavn)<BR>	<BR>	Boat<BR>		Tórshavn (FO) - Hirtshals (DK) 11h $205<BR>		Tórshavn (FO) - Seyðisfjörður (IS) 19h 130<BR><BR><BR>	Source:<BR>	http://www.smyrilline.com"
Copenhagen,Washington DC,plane,13.28,948.22,"http://www.flightpedia.org/flights/Flights-from-Washington-to-Copenhagen.html"
Dakar,Bamako,train,9,972.4,"http://www.seat61.com/Senegal.htm"
Dakar,Banjul,plane,0.75,310,"COPY: KAYAK - Arik Air"
Damascus,Amman,bus,5,11,"http://www.seat61.com/Jordan.htm#Damascus to Amman by bus<BR><BR>http://www.jett.com.jo/#"
Dhaka,New Delhi,plane,6,248,"COPY: "
Dhaka,Thimphu,plane,2,250,"COPY: http://www.visitbhutan.com/drukair_airfares.html"
Dhaka,Yangon,plane,5,769,"https://www.kayak.com/flightreservation?searchID=FAACCkmf3M&resultID=53dc9ae43d8defdd063986c486daae48&subOptId=E-1a2fb465bb5&providerCode=MH&ProvidedByCode=10&NumSenior=0&NumAdults=1&NumChildren=0&NumInfantsLap=0&Cabin=Economy&clickId=LwzooVAfiZExTuR1Fc8NsQ&lr=true"
Dili,Canberra (Use Sydney),plane,11.5,2170,"http://www.kayak.com/explore/"
Dili,Jakarta,bus,13,18,"http://www.dutchpickle.com/east-timor/dili-area/dili-to-kupang.html<BR><BR>This route actually takes you to Kupang in West Timor, Indonesia. You need a visa."
Dili,Lima,plane,38.75,6811,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=LIM&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=LIM&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Dili,London,plane,50,2741,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=LON&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=LON&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Dili,Pretoria (Use Johannesburg),plane,43,4500,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=JNB&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=JNB&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Dili,Singapore,plane,4,930,"http://www.kayak.com/explore/"
Dili,Washington DC,plane,35.67,7875,"http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=WAS&SDP0=01-04-2013&AD=1&DO=false&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=DIL&SD0=WAS&SDP0=01-04-2013&AD=1&DO=false&NA=false"
Djibouti,Addis Ababa,plane,1.87,230.5,"Ethiopian Airways http://www.momondo.com/multicity/?Search=true&TripType=oneway&SegNo=1&SO0=JIB&SD0=ADD&SDP0=10-04-2013&AD=1&DO=true&NA=false#Search=true&TripType=oneway&SegNo=1&SO0=JIB&SD0=ADD&SDP0=10-04-2013&AD=1&DO=true&NA=false"
